workerid,spinnerID,payoff1,payoff2,payoff3,prob1,prob2,prob3,win,winProb,angleProp,response,winChoice,EV,PE,happy,sad,anger,surprise,disgust,fear,content,disapp,pcomp1 (valence),pcomp2 (negative arousal),dummy,Analysis,Overall Valence,Overall Arousal,Avg ID1,Avg ID2,scale1 (relative valence),scale2 (negative relative arousal)
A3PR3TT31JCSEN,9,15,70,80,0.45,0.29,0.26,80,0.26,0.351,Eric feels very happy because there was a large chance he'd get $15 which is very little but he won 80 instead,3,47.85,32.15,8.5,1.071428571,1.071428571,7.071428571,1,1,5.5,1.071428571,4.062724364,-0.419319419,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,,4.5
A30IS80MAGH20S,10,20,45,70,0.43,0.39,0.18,20,0.43,0.197,Disappointed,1,38.75,-18.75,4.533333333,3.266666667,2,2.933333333,2.066666667,1.266666667,3.533333333,5.4,-3.110104156,1.87521853,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,3.5025,4.7625,-0.9975,-0.2625
A324HA2AP7AU8Q,10,20,45,70,0.43,0.39,0.18,20,0.43,0.386,Jake is disappointed to win the largest amount of money; although he is not very surprised because his chances of winning 70 were slim.,1,38.75,-18.75,4.533333333,3.266666667,2,2.933333333,2.066666667,1.266666667,3.533333333,5.4,-3.110104156,1.87521853,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'surprised': [4.61, 4.61, ['not very surprised'], 1]}",3.5,4.77,,,,4.5
A2JVVBXUEKSD6J,10,20,45,70,0.43,0.39,0.18,20,0.43,0.419,Not surprising; but maybe disappointing because it's the lowest amount of money. It's not surprising though because that had the highest odds.,1,38.75,-18.75,4.533333333,3.266666667,2,2.933333333,2.066666667,1.266666667,3.533333333,5.4,-3.110104156,1.87521853,1,"{'disappointed': [2.39, 4.92, ['disappointing'], 1], 'surprised': [3.61, 3.61, ['not surprising'], 2]}",3.21,4.05,,,,4.5
A35B3KI1K34CRA,10,20,45,70,0.43,0.39,0.18,20,0.43,0.975,he his happy that he won the middle amount but sad he didn't win the highest,1,38.75,-18.75,4.533333333,3.266666667,2,2.933333333,2.066666667,1.266666667,3.533333333,5.4,-3.110104156,1.87521853,1,"{'sad': [1.61, 4.13, ['sad'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",4.91,5.31,,,,4.5
A35R4R94ZTZFSV,11,20,45,70,0.41,0.35,0.24,45,0.35,0.778,happy that he won the second largest amount,2,40.75,4.25,6.277777778,2.333333333,1.666666667,4.166666667,1.611111111,1.277777778,5.222222222,3,0.498386844,1.05193109,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,7.375,5.426666667,2.875,-0.926666667
A324HA2AP7AU8Q,11,20,45,70,0.41,0.35,0.24,45,0.35,0.803,Jake is very content with winning 45 dollars. HE can comfort himself with the fact that he didn't get the least amount of money.  ,2,40.75,4.25,6.277777778,2.333333333,1.666666667,4.166666667,1.611111111,1.277777778,5.222222222,3,0.498386844,1.05193109,1,"{'content': [8.06, 5.7, ['very content'], 1], 'calm': [7.07, 3.93, ['comfort'], 1]}",7.57,4.82,,,,4.5
A3EBZQ81L976E1,11,20,45,70,0.41,0.35,0.24,45,0.35,0.625,Eric is glad he won more than the most likely outcome; especially since there was a greater chance of winning $20.,2,40.75,4.25,6.277777778,2.333333333,1.666666667,4.166666667,1.611111111,1.277777778,5.222222222,3,0.498386844,1.05193109,1,"{'fortunate': [7.09, 5.16, ['glad'], 1]}",7.09,5.16,,,,4.5
A3PR3TT31JCSEN,11,20,45,70,0.41,0.35,0.24,45,0.35,0.905,He felt happy because the $45 is a good amount and he didn't see any chance of getting 70,2,40.75,4.25,6.277777778,2.333333333,1.666666667,4.166666667,1.611111111,1.277777778,5.222222222,3,0.498386844,1.05193109,1,"{'happy': [7.84, 5.96, ['happy', 'good'], 2]}",7.84,5.96,,,,4.5
A25DHXVNVC0VPW,11,20,45,70,0.41,0.35,0.24,45,0.35,0.478,Charlie should feel good about earning $45. Although $70 would have been better; $45 is still better than $20 and therefore is a good thing to leave with.,2,40.75,4.25,6.277777778,2.333333333,1.666666667,4.166666667,1.611111111,1.277777778,5.222222222,3,0.498386844,1.05193109,1,"{'happy': [7.47, 5.43, ['good'], 2]}",7.47,5.43,,,,4.5
A09281221R5UN2B9X8VQQ,11,20,45,70,0.41,0.35,0.24,45,0.35,0.481,John felt okay about winning $45 dollars.  It was the middle prize and still a respectable amount of money.,2,40.75,4.25,6.277777778,2.333333333,1.666666667,4.166666667,1.611111111,1.277777778,5.222222222,3,0.498386844,1.05193109,1,"{'content': [6.06, 4.7, ['okay'], 1]}",6.06,4.7,,,,4.5
A30N110TZJLSTN,12,20,45,70,0.4,0.34,0.26,70,0.26,0.444,Very good,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'happy': [8.47, 6.43, ['very good'], 1]}",8.47,6.43,8.463,6.77,3.963,-2.27
A7MDNLR6XMWBI,12,20,45,70,0.4,0.34,0.26,70,0.26,0.42,He feels excited and happy because he won the largest amount available on the wheel.,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'excited': [7.5, 7.67, ['excited'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",7.86,7.08,,,,4.5
A1CCAFAD05OR0O,12,20,45,70,0.4,0.34,0.26,70,0.26,0.579,Scott is ecstatic about winning $70.  It appears to be the smallest part of the wheel and he got lucky enough that the pointer landed on it. ,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'excited': [8.66, 6.92, ['ecstatic'], 1], 'fortunate': [8.17, 6.53, ['lucky'], 1]}",8.42,6.73,,,,4.5
A1MVIKO1GL51YY,12,20,45,70,0.4,0.34,0.26,70,0.26,0.426,Chris is excited he bet the odds and won the $70 amount.,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'excited': [7.5, 7.67, ['excited'], 1]}",7.5,7.67,,,,4.5
A2SJ48G1X5OSN8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.565,Very pleased. His win is significantly more than the minimum win would have been.,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'happy': [9.01, 6.97, ['very pleased'], 1]}",9.01,6.97,,,,4.5
ARI7XTF8WJTI8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.496,Eric is most likely very satisfied with his spin because the chance of spinning $70 was a little lower than spinning $45 and much lower than spinning $20.,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'content': [8.95, 5.94, ['very satisfied'], 1]}",8.95,5.94,,,,4.5
A3FMBZRXBR0BH6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.582,Josh feels very good for getting the largest amount on the smallest section.,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'happy': [8.47, 6.43, ['very good'], 1]}",8.47,6.43,,,,4.5
A15BTZ2F2YSQ8I,12,20,45,70,0.4,0.34,0.26,70,0.26,0.126,Frank should be very happy.  He obviously won the game.  70 is respectable.  Again; we should all be happy to win something.  He obviously did very well.,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'happy': [8.72, 6.99, ['very happy', 'happy'], 2]}",8.72,6.99,,,,4.5
A3VPLXGSHH2R9S,12,20,45,70,0.4,0.34,0.26,70,0.26,0.403,happy. won most money possible. ,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A12DDKXPSHDPSV,12,20,45,70,0.4,0.34,0.26,70,0.26,0.009,John is very pleased with his spin. Today he's taking home 70$ which is the largest amount on the board.,3,41.5,28.5,7.833333333,1.722222222,1.111111111,6.333333333,1.055555556,1,6.444444444,1.611111111,3.441300113,-0.413439329,1,"{'happy': [9.01, 6.97, ['very pleased'], 1]}",9.01,6.97,,,,4.5
A35R4R94ZTZFSV,13,30,50,95,0.31,0.25,0.44,30,0.31,0.712,he probably wishes he won the $95; but is happy that he won something,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,1,"{'happy': [8.22, 6.49, ['happy'], 1], 'fortunate': [7.09, 5.16, ['wishes'], 1]}",7.65,5.83,4.155,4.93875,-0.345,-0.43875
A1MVIKO1GL51YY,13,30,50,95,0.31,0.25,0.44,30,0.31,0.871,Alex is probably disappointed that he only won $30; since the odds where in his favor to win $95.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,,4.5
A2HR7ZIX42FEPG,13,30,50,95,0.31,0.25,0.44,30,0.31,0.99,Seeing as he ended up so close to 50 as well; he probably is bummed out that it didn't end up at the 50. And he probably is sad that he didn't get to be in the 95 section. ,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,1,"{'sad': [2.0, 4.46, ['bummed', 'sad'], 2]}",2,4.46,,,,4.5
A18HFV4R3DNHOQ,13,30,50,95,0.31,0.25,0.44,30,0.31,0.37,George would probably be somewhat sad that he didn't win $50 or $95; but at least he gets to walk away with something. I imagine he's happy for that.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,1,"{'happy': [8.22, 6.49, ['happy'], 1], 'sad': [2.62, 5.13, ['a little sad'], 1]}",5.41,5.81,,,,4.5
AQ6WLDBYMYLW6,13,30,50,95,0.31,0.25,0.44,30,0.31,0.953,David is displeased. He had a higher chance of landing on the $95; but he instead landed on the second largest piece; equaling $30.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,1,"{'unhappy': [2.79, 5.64, ['displeased'], 1]}",2.79,5.64,,,,4.5
A3EBZQ81L976E1,13,30,50,95,0.31,0.25,0.44,30,0.31,0.412,Charlie is annoyed that he had a much greater chance of winning either $50 or $95. ,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,1,"{'annoying': [3.5, 4.74, ['annoyed'], 1]}",3.5,4.74,,,,4.5
A3FMBZRXBR0BH6,13,30,50,95,0.31,0.25,0.44,30,0.31,0.766,Jacob just feels decent. Not only because he is a poor sport; but because the largest amount and second largest make up the majority of the wheel.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,1,"{'content': [6.06, 4.7, ['decent'], 1]}",6.06,4.7,,,,4.5
A219M3DT6KUL7C,13,30,50,95,0.31,0.25,0.44,30,0.31,0.238,James is not thrilled with the outcome. He really wanted it to come out differently.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,1,"{'happy': [3.44, 3.41, ['not thrilled'], 1]}",3.44,3.41,,,,4.5
A1MVIKO1GL51YY,14,30,50,95,0.33,0.29,0.38,50,0.29,0.701,He is glad about his winnings which is the middle amount but disappointed he did not win the higher amount of $95.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'fortunate': [7.09, 5.16, ['glad'], 1]}",4.74,5.04,6.025,5.76625,1.525,-1.26625
A2JVVBXUEKSD6J,14,30,50,95,0.33,0.29,0.38,50,0.29,0.756,The middle amount; which is good. This was interesting because it has a pretty even odds.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,,,,4.5
A2SJ48G1X5OSN8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.057,Happy! It's $50 more than he had before.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A290W8BVTNK0ZY,14,30,50,95,0.33,0.29,0.38,50,0.29,0.319,Still excited but somewhat down that he didn't win the highest; but he still won higher than the lowest. ,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,1,"{'excited': [7.5, 7.67, ['excited'], 1], 'sad': [3.13, 6.07, ['a little down'], 1]}",5.32,6.87,,,,4.5
AMHS55IO8IWSH,14,30,50,95,0.33,0.29,0.38,50,0.29,0.534,Bob probably feels pretty good about his win. He won the middle amount of money but may feel a little let down that he didn't win the full $95 considering his chances were the highest there. ,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,1,"{'sad': [3.13, 6.07, ['a little down'], 1], 'happy': [6.47, 4.43, ['a little good'], 1]}",4.8,5.25,,,,4.5
A6K30KTZC5MYT,14,30,50,95,0.33,0.29,0.38,50,0.29,0.22,Satisfied but somewhat disappointed;  Won the middle prize but highest prize had best odds of winning.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,1,"{'content': [7.94, 4.95, ['satisfied'], 1], 'disappointed': [3.39, 5.92, ['a little disappointed'], 1]}",5.67,5.43,,,,4.5
A131CBUQKTKOA5,14,30,50,95,0.33,0.29,0.38,50,0.29,0.434,He feels good but lightly disappointed but mostly good.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'happy': [7.47, 5.43, ['good'], 2]}",5.78,5.26,,,,4.5
A18HFV4R3DNHOQ,14,30,50,95,0.33,0.29,0.38,50,0.29,0.684,George is probably neutral about the outcome here. He had a somewhat even chance of winning anything; and he got the middle result. I wouldn't be sad about it; I would probably be happy if it happened to me. I'm sure George feels the same way.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,1,"{'content': [5.0, 4.7, ['neutral'], 1], 'happy': [8.22, 6.49, ['happy'], 1], 'sad': [5.37, 7.89, ['not sad'], 1]}",6.2,6.36,,,,4.5
A3MV1DRG1VT6S2,15,30,50,95,0.3,0.3,0.4,95,0.4,0.973,He would feel great he got the largest section with the highest payout.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,1,"{'great': [8.5, 8.5, ['great'], 1]}",8.5,8.5,7.998888889,6.813333333,3.498888889,-2.313333333
AMHS55IO8IWSH,15,30,50,95,0.3,0.3,0.4,95,0.4,0.529,Charlie probably feels great because he won the most amount of money available. He had a really good chance of getting this amount but just the fact that he won the most would lead to positive responses. ,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,1,"{'great': [8.5, 8.5, ['great'], 1], 'happy': [8.24, 6.2, ['very good', 'positive'], 2]}",8.33,6.97,,,,4.5
A324HA2AP7AU8Q,15,30,50,95,0.3,0.3,0.4,95,0.4,0.746,George is very excited to win the largest amount of money; but again; he would have been extremely disappointed to get anything less since that was the largest section of the wheel.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,1,"{'disappointed': [1.39, 3.92, ['very disappointed'], 1], 'excited': [8.5, 8.67, ['very excited'], 1]}",4.95,6.3,,,,4.5
A6K30KTZC5MYT,15,30,50,95,0.3,0.3,0.4,95,0.4,0.781,Very good.  He won the highest prize which was significantly higher value than the other two prizes.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,1,"{'happy': [8.47, 6.43, ['very good'], 1]}",8.47,6.43,,,,4.5
A236LC3K242Y4B,15,30,50,95,0.3,0.3,0.4,95,0.4,0.448,Ecstatic and lucky. ,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,1,"{'excited': [8.66, 6.92, ['ecstatic'], 1], 'fortunate': [8.17, 6.53, ['lucky'], 1]}",8.42,6.73,,,,4.5
A3VPLXGSHH2R9S,15,30,50,95,0.3,0.3,0.4,95,0.4,0.231,happy. won the most money possible. doesnt matter that this was the most probable outcome.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A1CCAFAD05OR0O,15,30,50,95,0.3,0.3,0.4,95,0.4,0.364,Mike is happy about winning $95.  It's the most amount of money on the wheel and also the largest section; so he must have known winning that much was the most probably result.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A1WND2TPRFA4H,15,30,50,95,0.3,0.3,0.4,95,0.4,0.82,Happy!,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A3EBZQ81L976E1,15,30,50,95,0.3,0.3,0.4,95,0.4,0.164,Bob is ecstatic that he won the maximum amount of money from this wheel. He had a greater than 50/50 chance of winning less money; so he's pretty cool with the outcome.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,1,"{'excited': [8.66, 6.92, ['ecstatic'], 1]}",8.66,6.92,,,,4.5
A12DDKXPSHDPSV,16,25,60,100,0.45,0.37,0.18,25,0.45,0.92,Disappointed that he didn't win $100; but happy that he at least won some money.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",5.31,5.71,4.503,4.89,0.003,-0.39
A290W8BVTNK0ZY,16,25,60,100,0.45,0.37,0.18,25,0.45,0.171,Disappointed since he won the lowest amount that you are able to win with a spin. ,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,,4.5
A117G4HSX1Y0LQ,16,25,60,100,0.45,0.37,0.18,25,0.45,0.06,George is okay with winning $25; but the $60 would have been better as he had about equal odds of winning $60.  He's fine with not winning $100; though.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,"{'content': [6.06, 4.7, ['okay'], 1]}",6.06,4.7,,,,4.5
A1MVIKO1GL51YY,16,25,60,100,0.45,0.37,0.18,25,0.45,0.031,Eric probably is glad for the $25; but is disappointed in not winning the larger amounts on the wheel; which where better odds.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'fortunate': [7.09, 5.16, ['glad'], 1]}",4.74,5.04,,,,4.5
A30IS80MAGH20S,16,25,60,100,0.45,0.37,0.18,25,0.45,0.235,Disappointed to be so close to $100,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,,4.5
A1WND2TPRFA4H,16,25,60,100,0.45,0.37,0.18,25,0.45,0.087,Happy,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A21L1O4MOGTUCH,16,25,60,100,0.45,0.37,0.18,25,0.45,0.787,He is happy he won money but disappointed that he lost out on the higher deals\n,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",5.31,5.71,,,,4.5
A3PR3TT31JCSEN,16,25,60,100,0.45,0.37,0.18,25,0.45,0.181,Happy. He didn't expect a big prize so 25 is fine,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A30N110TZJLSTN,16,25,60,100,0.45,0.37,0.18,25,0.45,0.202,the odds of winning every time is usually a percentage,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,{},0,0,,,,4.5
A6K30KTZC5MYT,16,25,60,100,0.45,0.37,0.18,25,0.45,0.548,Disappointed.  He won the lowest prize and it was significantly lower than the other prizes.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,,4.5
A09281221R5UN2B9X8VQQ,17,25,60,100,0.42,0.38,0.2,60,0.38,0.713,I think david felt good about his win; because he won a fair amount.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,7.05,5.581428571,2.55,-1.081428571
A2P9CB7M5EG2II,17,25,60,100,0.42,0.38,0.2,60,0.38,0.744,The player will feel excited at the result as it is a big amount to win in a gamble like the spin wheel. Of course; He would have would have loved to win the highest prize of $100; but still will be thankful for this amount.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,1,"{'love': [8.64, 6.38, ['loved'], 1], 'excited': [7.5, 7.67, ['excited'], 1], 'happy': [6.89, 4.34, ['thankful'], 1]}",7.68,6.13,,,,4.5
AMHS55IO8IWSH,17,25,60,100,0.42,0.38,0.2,60,0.38,0.509,Eric probably feels pretty decent. He won the middle amount of money but may be a little let down that he didn't win the full $100.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,1,"{'content': [5.06, 3.7, ['a little decent'], 1], 'sad': [3.13, 6.07, ['a little down'], 1]}",4.1,4.89,,,,4.5
A1MVIKO1GL51YY,17,25,60,100,0.42,0.38,0.2,60,0.38,0.072,Mike is probably glad he won the $60; but had hoped for the $100; which is a lesser odd of winning.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,1,"{'fortunate': [7.09, 5.16, ['glad'], 1]}",7.09,5.16,,,,4.5
A15BTZ2F2YSQ8I,17,25,60,100,0.42,0.38,0.2,60,0.38,0.461,Eric should be happy.  Again; not the lowest and not the highest.  He beat the odds of a lower amount.  60 is quite a bit higher than 25.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
ARI7XTF8WJTI8,17,25,60,100,0.42,0.38,0.2,60,0.38,0.815,James is most likely satisfied with his spin. He was probably expecting to spin $25 since that is a majority of the wheel.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,1,"{'content': [7.94, 4.95, ['satisfied'], 1]}",7.94,4.95,,,,4.5
A131CBUQKTKOA5,17,25,60,100,0.42,0.38,0.2,60,0.38,0.975,He feels good; he is satisfied with his $60; he would have liked more but is not disappointed.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,1,"{'content': [7.94, 4.95, ['satisfied'], 1], 'disappointed': [5.14, 7.67, ['not disappointed'], 1], 'happy': [7.47, 5.43, ['good'], 1]}",6.85,6.02,,,,4.5
AQ6WLDBYMYLW6,18,25,60,100,0.43,0.35,0.22,100,0.22,0.499,Bob feels very happy. He won the highest amount of money with the lowest probability of being landed on.,3,53.75,46.25,8.785714286,1,1,8.071428571,1,1,7.357142857,1,5.267992981,-1.806710296,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,8.428,7.062,3.928,-2.562
A25DHXVNVC0VPW,18,25,60,100,0.43,0.35,0.22,100,0.22,0.092,Tom feels great! Although no matter where he landed he would've earned money; the $100 makes him feel amazing.,3,53.75,46.25,8.785714286,1,1,8.071428571,1,1,7.357142857,1,5.267992981,-1.806710296,1,"{'great': [8.75, 7.25, ['great', 'amazing'], 2]}",8.75,7.25,,,,4.5
A1CCAFAD05OR0O,18,25,60,100,0.43,0.35,0.22,100,0.22,0.332,James has to be pleased with his spin.  His spin resulted in the most amount of money possible even though it meant landing on the smallest section of the wheel.,3,53.75,46.25,8.785714286,1,1,8.071428571,1,1,7.357142857,1,5.267992981,-1.806710296,1,"{'happy': [8.01, 5.97, ['pleased'], 1]}",8.01,5.97,,,,4.5
AEX9MA72M10DC,18,25,60,100,0.43,0.35,0.22,100,0.22,0.262,Wow! He would feel incredibly lucky!,3,53.75,46.25,8.785714286,1,1,8.071428571,1,1,7.357142857,1,5.267992981,-1.806710296,1,"{'fortunate': [8.17, 6.53, ['lucky'], 1]}",8.17,6.53,,,,4.5
A12DDKXPSHDPSV,18,25,60,100,0.43,0.35,0.22,100,0.22,0.509,He's extremely excited and surprised that he won the largest amount on the wheel.,3,53.75,46.25,8.785714286,1,1,8.071428571,1,1,7.357142857,1,5.267992981,-1.806710296,1,"{'excited': [8.5, 8.67, ['very excited'], 1], 'surprised': [7.47, 7.47, ['surprised'], 1]}",7.99,8.07,,,,4.5
ARI7XTF8WJTI8,19,25,45,80,0.31,0.32,0.37,25,0.31,0.157,He probably felt glad about getting some money; but disappointed that it wasn't at least $45. There was a higher chance of him winning $25; but it was still very possible for him to win $45.,1,51.75,-26.75,4.227272727,3.954545455,3.136363636,4.590909091,2.909090909,1.727272727,3.545454545,5.636363636,-3.835292668,-0.229430084,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'fortunate': [7.09, 5.16, ['glad'], 1]}",4.74,5.04,4.926666667,5.553333333,0.426666667,-1.053333333
A219M3DT6KUL7C,19,25,45,80,0.31,0.32,0.37,25,0.31,0.841,Jacob is happy that he has at least won some money. He is upset that he couldn't win more.,1,51.75,-26.75,4.227272727,3.954545455,3.136363636,4.590909091,2.909090909,1.727272727,3.545454545,5.636363636,-3.835292668,-0.229430084,1,"{'sad': [2.0, 5.86, ['upset'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",5.11,6.18,,,,4.5
AEX9MA72M10DC,19,25,45,80,0.31,0.32,0.37,25,0.31,0.861,Great but also maybe hoping it was higher,1,51.75,-26.75,4.227272727,3.954545455,3.136363636,4.590909091,2.909090909,1.727272727,3.545454545,5.636363636,-3.835292668,-0.229430084,1,"{'great': [8.5, 8.5, ['great'], 1], 'inspired': [7.1, 5.78, ['hoping'], 1]}",7.8,7.14,,,,4.5
