workerid,spinnerID,payoff1,payoff2,payoff3,prob1,prob2,prob3,win,winProb,angleProp,response,winChoice,EV,PE,happy,sad,anger,surprise,disgust,fear,content,disapp,pcomp1,pcomp2,dummy
A32K7QY8NWZX43,13,30,50,95,0.31,0.25,0.44,30,0.31,0.678,Not happy.  He got the low amount and the chances of that happening weren't really all that good going in.  Add to that the fact that the big amount was the biggest spot on the wheel and he can't be very happy about the end result.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A2NVNTNQ6KH6JR,13,30,50,95,0.31,0.25,0.44,30,0.31,0.952,NO! Just a bit more and Josh could have won $50 instead. Rotten luck! ,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A1GK40XYRMZHP7,13,30,50,95,0.31,0.25,0.44,30,0.31,0.937,His odds for hitting this slice were somewhat large; but the odds for $95 were better so he is disappointed that he didn't hit that.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
APWXTMJO1I1ST,13,30,50,95,0.31,0.25,0.44,30,0.31,0.535,I think Tom is a bit disappointed; but he feels its still okay.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A3FMBZRXBR0BH6,13,30,50,95,0.31,0.25,0.44,30,0.31,0.766,Jacob just feels decent. Not only because he is a poor sport; but because the largest amount and second largest make up the majority of the wheel.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A1IJ1F5CO6S4FG,13,30,50,95,0.31,0.25,0.44,30,0.31,0.689,Kinda bummed and feeling unlucky - the biggest section was the $95 so he felt like he had a pretty good chance of taking home some good money; but no.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A3I546VTF7B6YX,13,30,50,95,0.31,0.25,0.44,30,0.31,0.549,Scott is disappointed that he only won $30. Scott is hopeful that if he spins again; he will win more. Scott prepares and is unsure of his next spin.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A2NBR4ZN8VGUU9,13,30,50,95,0.31,0.25,0.44,30,0.31,0.964,Wishes he had won $95 since chance was highest. He won lowest amount possible so not so happy.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A212WMJOUG2P4R,13,30,50,95,0.31,0.25,0.44,30,0.31,0.595,He would be in a good mood winning $30,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A376U7ST26TZ43,13,30,50,95,0.31,0.25,0.44,30,0.31,0.03,not happy ,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A219M3DT6KUL7C,13,30,50,95,0.31,0.25,0.44,30,0.31,0.238,James is not thrilled with the outcome. He really wanted it to come out differently.,1,63.6,-33.6,4.294117647,4.705882353,3.294117647,5,3.176470588,1.352941176,2.823529412,7,-5.126187544,-0.799019751,0
A31MBX2OGEP67W,14,30,50,95,0.33,0.29,0.38,50,0.29,0.49,Moderately happy and excited. Slightly disappointed or sad maybe.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A1MVIKO1GL51YY,14,30,50,95,0.33,0.29,0.38,50,0.29,0.701,He is glad about his winnings which is the middle amount but disappointed he did not win the higher amount of $95.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A17HKMNGZVXXGJ,14,30,50,95,0.33,0.29,0.38,50,0.29,0.356,He feels good; not great. The $95 prize had a larger chance than $50 and the amount of the prize is pretty much double! $50 is nice but he will certainly imagine what he could have won.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A2HR7ZIX42FEPG,14,30,50,95,0.33,0.29,0.38,50,0.29,0.988,He is probably a bit disappointed given where it landed (so close to 95) and wishes he could have gotten the 95 dollars. But he probably is happy that he got 50 dollars.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A2JVVBXUEKSD6J,14,30,50,95,0.33,0.29,0.38,50,0.29,0.756,The middle amount; which is good. This was interesting because it has a pretty even odds.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A2SNCG0K167C0J,14,30,50,95,0.33,0.29,0.38,50,0.29,0.305,Jake is content with the result.  He's not sad because he won some money; although he's disappointed to not win the highest dollar amount since it had the highest odds.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A2SJ48G1X5OSN8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.057,Happy! It's $50 more than he had before.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A1TFWB4P6PXA3M,14,30,50,95,0.33,0.29,0.38,50,0.29,0.053,He probably feels equally lucky and unlucky because he won the prize in the middle of the lowest and highest prizes.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A1137NSU9JOCHK,14,30,50,95,0.33,0.29,0.38,50,0.29,0.064,happy im not sure what else to say,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A290W8BVTNK0ZY,14,30,50,95,0.33,0.29,0.38,50,0.29,0.319,Still excited but somewhat down that he didn't win the highest; but he still won higher than the lowest. ,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A2EEUQ0YY2XIU,14,30,50,95,0.33,0.29,0.38,50,0.29,0.251,Happy; I imagine. It's not the most; it's not the least. ,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A3V7O93XRXINKE,14,30,50,95,0.33,0.29,0.38,50,0.29,0.747,He feels pretty good. It could have been the 30; they're all large chunks of the wheel. He wouold have preferred $96 (almost 2x the prize he won) but 50 is good.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
APWXTMJO1I1ST,14,30,50,95,0.33,0.29,0.38,50,0.29,0.911,I think Chris feels pretty proud of himself for winning $50,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
AMHS55IO8IWSH,14,30,50,95,0.33,0.29,0.38,50,0.29,0.534,Bob probably feels pretty good about his win. He won the middle amount of money but may feel a little let down that he didn't win the full $95 considering his chances were the highest there. ,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A6K30KTZC5MYT,14,30,50,95,0.33,0.29,0.38,50,0.29,0.22,Satisfied but somewhat disappointed;  Won the middle prize but highest prize had best odds of winning.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
AAICL10ND2YK3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.171,Scott must feel happy that he won the second highest outcome on the wheel. Of course; he must be a little upset that he didn't win the $95 prize; but at least he didn't win the lowest outcome!,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A3HOZA7QXYKN5Y,14,30,50,95,0.33,0.29,0.38,50,0.29,0.09,He feels like he missed out on the big one. That it wasn't the highest award; so he felt bad. I don't think it was a good feeling for frank; due to not hitting jackpot.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A131CBUQKTKOA5,14,30,50,95,0.33,0.29,0.38,50,0.29,0.434,He feels good but lightly disappointed but mostly good.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A1MO07YOP3THQ2,14,30,50,95,0.33,0.29,0.38,50,0.29,0.087,Cool. Could've been worse; could've been better. ,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A2VN8Q8X7WWIM,14,30,50,95,0.33,0.29,0.38,50,0.29,0.753,50 is ok. wish it were 95. Better than 30 anyway.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A18HFV4R3DNHOQ,14,30,50,95,0.33,0.29,0.38,50,0.29,0.684,George is probably neutral about the outcome here. He had a somewhat even chance of winning anything; and he got the middle result. I wouldn't be sad about it; I would probably be happy if it happened to me. I'm sure George feels the same way.,2,60.5,-10.5,5.9,2.55,1.75,4.4,1.7,1.3,5.15,3.35,0.021941178,0.768848011,0
A1MO07YOP3THQ2,15,30,50,95,0.3,0.3,0.4,95,0.4,0.309,Awesome! He won the most amount of money possible and is very happy and surprised. ,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A2EEUQ0YY2XIU,15,30,50,95,0.3,0.3,0.4,95,0.4,0.869,He's also happy. He won $95; which is the maximum amount. ,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A3MV1DRG1VT6S2,15,30,50,95,0.3,0.3,0.4,95,0.4,0.973,He would feel great he got the largest section with the highest payout.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
ATNPYNSA58YEV,15,30,50,95,0.3,0.3,0.4,95,0.4,0.1,Bob would be happy and content he won the highest amount you could win. He is extremely excited. ,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A121XPLMG5SJIE,15,30,50,95,0.3,0.3,0.4,95,0.4,0.263,Happy and excited. Felt like he had a good chance since the section was large,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A2QNGPV4PX8TFJ,15,30,50,95,0.3,0.3,0.4,95,0.4,0.197,He would be very very happy,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A3V7O93XRXINKE,15,30,50,95,0.3,0.3,0.4,95,0.4,0.752,James probably feels really excited! The other two choices are so low; he's very happy it landed on the one thats significantly higher than the others,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A3HOZA7QXYKN5Y,15,30,50,95,0.3,0.3,0.4,95,0.4,0.894,He felt good; he got the highest award. Although it was easier to get that; so he does not feel as special as someone who won the hard way. That is due to the space being biggest. ,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A29PB2C8XD8TVG,15,30,50,95,0.3,0.3,0.4,95,0.4,0.249,He is delighted.  He just won the maximum prize; even though this was the most likely of the 3 outcomes.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A3UX6ETXQOCG65,15,30,50,95,0.3,0.3,0.4,95,0.4,0.662,He is happy! He won the highest amount out of all 3,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A2HR7ZIX42FEPG,15,30,50,95,0.3,0.3,0.4,95,0.4,0.868,he is thrilled that he won that amount. He is probably glad that it didn't touch the other sections.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
AT3C00TKZK13L,15,30,50,95,0.3,0.3,0.4,95,0.4,0.033,Jacob is super happy; he won the biggest amount on the roulette and is very excited to have done it.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
AMHS55IO8IWSH,15,30,50,95,0.3,0.3,0.4,95,0.4,0.529,Charlie probably feels great because he won the most amount of money available. He had a really good chance of getting this amount but just the fact that he won the most would lead to positive responses. ,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A324HA2AP7AU8Q,15,30,50,95,0.3,0.3,0.4,95,0.4,0.746,George is very excited to win the largest amount of money; but again; he would have been extremely disappointed to get anything less since that was the largest section of the wheel.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A38TMLR6TTYAYI,15,30,50,95,0.3,0.3,0.4,95,0.4,0.111,\n\nHe is very happy because he won the most amount of money that he could.\n,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A3I546VTF7B6YX,15,30,50,95,0.3,0.3,0.4,95,0.4,0.459,Frank is overwhelmed by joy. Frank is smiling from ear to ear and jumping up and down.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A212WMJOUG2P4R,15,30,50,95,0.3,0.3,0.4,95,0.4,0.427,He would be very excited just winning $95,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A1VSHM4NLZ705D,15,30,50,95,0.3,0.3,0.4,95,0.4,0.044,I bet he feels awesome!  The percentages worked in his favor for a big win.  Winning $95 is great.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A6K30KTZC5MYT,15,30,50,95,0.3,0.3,0.4,95,0.4,0.781,Very good.  He won the highest prize which was significantly higher value than the other two prizes.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A32MGFYA9L2IYT,15,30,50,95,0.3,0.3,0.4,95,0.4,0.301,amazing,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
ADJ24P3SDIKOA,15,30,50,95,0.3,0.3,0.4,95,0.4,0.773,excited he just won the top prize. he is happy he didnt lose.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A2LEY4X3LD8G26,15,30,50,95,0.3,0.3,0.4,95,0.4,0.374,Excited,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
AQEVAKQLI09EN,15,30,50,95,0.3,0.3,0.4,95,0.4,0.933,I think Mike feels good because he won the most money on the wheel.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
AZ4MMVSAY9L3X,15,30,50,95,0.3,0.3,0.4,95,0.4,0.947,John has to feel great; he won the maximum amount he could win of $95.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
AP121G7XM1WVA,15,30,50,95,0.3,0.3,0.4,95,0.4,0.769,Scott feels satisfied that he has won the best available prize and that the high odds of this outcome helped his chances. ,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A236LC3K242Y4B,15,30,50,95,0.3,0.3,0.4,95,0.4,0.448,Ecstatic and lucky. ,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A22CF8BF9YQND7,15,30,50,95,0.3,0.3,0.4,95,0.4,0.126,Mike is ecstatic with his winnings. He would have been okay with $30 and excited about $50. Given that the largest portion was for $95; though; he had hoped to land on that very spot.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A3VPLXGSHH2R9S,15,30,50,95,0.3,0.3,0.4,95,0.4,0.231,happy. won the most money possible. doesnt matter that this was the most probable outcome.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A1CCAFAD05OR0O,15,30,50,95,0.3,0.3,0.4,95,0.4,0.364,Mike is happy about winning $95.  It's the most amount of money on the wheel and also the largest section; so he must have known winning that much was the most probably result.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A1WND2TPRFA4H,15,30,50,95,0.3,0.3,0.4,95,0.4,0.82,Happy!,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
A3EBZQ81L976E1,15,30,50,95,0.3,0.3,0.4,95,0.4,0.164,Bob is ecstatic that he won the maximum amount of money from this wheel. He had a greater than 50/50 chance of winning less money; so he's pretty cool with the outcome.,3,62,33,8.8125,1,1,6.75,1,1,6.875,1.125,4.750137437,-0.659060992,0
AHP3TKMY58D8Z,16,25,60,100,0.45,0.37,0.18,25,0.45,0.293,Frank was upset. He really wanted that 100$.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
ATNPYNSA58YEV,16,25,60,100,0.45,0.37,0.18,25,0.45,0.827,Frank would be somewhat happy he won $25 but disappointed it was not more money. ,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
AP121G7XM1WVA,16,25,60,100,0.45,0.37,0.18,25,0.45,0.262,Should still feel happy to have won a prize and not been penalized or won ZERO. But still; I can sympathize with only winning to smallest available prize. ,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A12DDKXPSHDPSV,16,25,60,100,0.45,0.37,0.18,25,0.45,0.92,Disappointed that he didn't win $100; but happy that he at least won some money.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A29PB2C8XD8TVG,16,25,60,100,0.45,0.37,0.18,25,0.45,0.973,He won something; and he's probably glad for that.  However; of the possible options of winning; this was the lowest amount.  He is probably a bit disappointed.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A2NVNTNQ6KH6JR,16,25,60,100,0.45,0.37,0.18,25,0.45,0.017,He feel totally bump right now. He just missed the $100 mark. Oh well; he won $25 nevertheless. ,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A1NR95359ACDZD,16,25,60,100,0.45,0.37,0.18,25,0.45,0.134,Steve pretty much figured 25 was what he would win. Still he was hoping against odds for 100,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A1P3ANV9KI0OVP,16,25,60,100,0.45,0.37,0.18,25,0.45,0.085,contempt. The $25 portion is the largest; so the odds of getting $60 is really slim. The odds of getting $100 even slimmer,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
AZAW52BN8Z6I6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.739,david is happy.\ndavid is excited.\nhe wishes it was $100 or even $60.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A290W8BVTNK0ZY,16,25,60,100,0.45,0.37,0.18,25,0.45,0.171,Disappointed since he won the lowest amount that you are able to win with a spin. ,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A1662KZ3DCOHHJ,16,25,60,100,0.45,0.37,0.18,25,0.45,0.628,Eric is pleased enough with his winnings; but not as happy as he'd have been with $60 or $100. However; given how much more likely his outcome was; he half-expected it anyway.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A117G4HSX1Y0LQ,16,25,60,100,0.45,0.37,0.18,25,0.45,0.06,George is okay with winning $25; but the $60 would have been better as he had about equal odds of winning $60.  He's fine with not winning $100; though.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A1MVIKO1GL51YY,16,25,60,100,0.45,0.37,0.18,25,0.45,0.031,Eric probably is glad for the $25; but is disappointed in not winning the larger amounts on the wheel; which where better odds.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A30IS80MAGH20S,16,25,60,100,0.45,0.37,0.18,25,0.45,0.235,Disappointed to be so close to $100,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A9IGTAK087DB9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.598,I'm sure he's disappointed he didn't get the higher amount.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A1WND2TPRFA4H,16,25,60,100,0.45,0.37,0.18,25,0.45,0.087,Happy,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A3HRQQ656Z26DM,16,25,60,100,0.45,0.37,0.18,25,0.45,0.903,Disappointed that he did not win the big prize but still happy cause he won a prize,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A21L1O4MOGTUCH,16,25,60,100,0.45,0.37,0.18,25,0.45,0.787,He is happy he won money but disappointed that he lost out on the higher deals\n,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A3PR3TT31JCSEN,16,25,60,100,0.45,0.37,0.18,25,0.45,0.181,Happy. He didn't expect a big prize so 25 is fine,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A37542RFGGX4Z1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.948,David's upset he didn't win the most amount. However; it's $25 more than he had.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A30N110TZJLSTN,16,25,60,100,0.45,0.37,0.18,25,0.45,0.202,the odds of winning every time is usually a percentage,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A1HBIE5LRTQK1L,16,25,60,100,0.45,0.37,0.18,25,0.45,0.96,Psyche! Tom states loudly!  He just won $25 and is pretty pleased.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A3QB0Z9AN62HFH,16,25,60,100,0.45,0.37,0.18,25,0.45,0.05,Josh is upset. He got the least amount possible. That's less than everyone else,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A1IQFCP21AQGR,16,25,60,100,0.45,0.37,0.18,25,0.45,0.982,Scott is a tad upset. He was very close to winning $60. Even though he landed on the one with the most chance; he still had a shot at much more money.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
AD2XOLO1DPATR,16,25,60,100,0.45,0.37,0.18,25,0.45,0.075,Frank is not surprised to win the 25 dollars as it was the largest section so his chance was the best; but it was the least reward.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A32MGFYA9L2IYT,16,25,60,100,0.45,0.37,0.18,25,0.45,0.445,good,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A2PVGP0VBGJEHY,16,25,60,100,0.45,0.37,0.18,25,0.45,0.379,Ok; but a little bummed,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A1ELUKA39RLZ9F,16,25,60,100,0.45,0.37,0.18,25,0.45,0.56,I think he feels fine.  He knew that $25 was the most likely outcome; although he probably wishes he had landed on the higher amount.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A3CU2FZBZBTH8Y,16,25,60,100,0.45,0.37,0.18,25,0.45,0.575,not good; not good at all.  forgetting that the odds were with him to win 25; john only pays attention to the fact that he has won only 1/4 of the highest prize amount there is.  john's a very mad and sad boy today.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A6K30KTZC5MYT,16,25,60,100,0.45,0.37,0.18,25,0.45,0.548,Disappointed.  He won the lowest prize and it was significantly lower than the other prizes.,1,51.45,-26.45,4,4.125,3.0625,3.625,3.3125,1.625,4.25,6.3125,-4.325232539,0.033051834,0
A376U7ST26TZ43,17,25,60,100,0.42,0.38,0.2,60,0.38,0.573,Very excited to win a big prize. ,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
A09281221R5UN2B9X8VQQ,17,25,60,100,0.42,0.38,0.2,60,0.38,0.713,I think david felt good about his win; because he won a fair amount.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
AHYJONIS0LE1X,17,25,60,100,0.42,0.38,0.2,60,0.38,0.514,Not bad! I'll take that! Pretty good odds!,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
AHP3TKMY58D8Z,17,25,60,100,0.42,0.38,0.2,60,0.38,0.934,Eric won the middle prize. 100$ looked nice but 60$ is still a nice chunk of change. ,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
A2P9CB7M5EG2II,17,25,60,100,0.42,0.38,0.2,60,0.38,0.744,The player will feel excited at the result as it is a big amount to win in a gamble like the spin wheel. Of course; He would have would have loved to win the highest prize of $100; but still will be thankful for this amount.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
A38TMLR6TTYAYI,17,25,60,100,0.42,0.38,0.2,60,0.38,0.506,He is happy but a little disappointed that he did not win $100.\n\n,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
A17HKMNGZVXXGJ,17,25,60,100,0.42,0.38,0.2,60,0.38,0.652,He feels great! He could have just as easily walked away with a measly $25. Sure; it would have been nice to pocket $100; but $60 is just fine with him.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
AHF6VA262YIW1,17,25,60,100,0.42,0.38,0.2,60,0.38,0.321,I feel good going to the good will to spend some cash.  Get me a radio.  get me some ice cream then be happy all day.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
AT3C00TKZK13L,17,25,60,100,0.42,0.38,0.2,60,0.38,0.916,Josh has mixed feelings; he won $60 but he really wanted the $100; yet he feels glad because the other option was only $25,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
A1IQFCP21AQGR,17,25,60,100,0.42,0.38,0.2,60,0.38,0.565,Charlie should be happy. He got the middle amount and had almost the same chance to get the lowest amount. So he did well.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
A9IGTAK087DB9,17,25,60,100,0.42,0.38,0.2,60,0.38,0.73,I'm sure he's happy.,2,53.3,6.7,6.5625,1.6875,1.375,4.375,1.4375,1.1875,5.4375,3.5,0.875519136,1.026861375,0
